ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion,Marriage_Type_Encoded,Gender_Encoded,Education_Level_Encoded,Caste_Match_Encoded,Religion_Encoded,Parental_Approval_Encoded,Dowry_Exchanged_Encoded,Marital_Satisfaction_Encoded,Divorce_Status_Encoded,Income_Level_Encoded,Spouse_Working_Encoded,Inter-Caste_Encoded,Inter-Religion_Encoded
4016,Love,39,Female,Postgraduate,Same,Christian,Yes,Urban,Yes,Medium,No,5,Middle,19,No,No,No,1,0,2,1,0,2,2,2,0,2,0,0,0
4017,Arranged,38,Female,Postgraduate,Different,Others,Yes,Rural,Yes,High,No,1,High,17,No,Yes,No,0,0,2,0,3,2,2,0,0,0,0,1,0
4018,Arranged,29,Female,Postgraduate,Same,Hindu,Partial,Rural,Yes,Medium,Yes,3,Low,34,No,Yes,No,0,0,2,1,1,1,2,2,1,1,0,1,0
4019,Love,24,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,17,Yes,No,No,1,1,0,1,1,2,0,2,0,2,1,0,0
4020,Arranged,29,Male,School,Different,Hindu,Yes,Rural,Not Disclosed,High,No,5,Low,49,Yes,No,No,0,1,3,0,1,2,1,0,0,1,1,0,0
4021,Arranged,38,Male,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,4,Middle,28,Yes,No,No,0,1,1,1,1,2,2,1,0,2,1,0,0
4022,Love,22,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,0,High,33,No,No,No,1,1,0,1,1,2,0,0,0,0,0,0,0
4023,Love,36,Female,Graduate,Same,Hindu,No,Urban,Yes,Medium,No,4,Middle,47,No,Yes,Yes,1,0,0,1,1,0,2,2,0,2,0,1,1
4024,Arranged,32,Male,Graduate,Same,Sikh,Yes,Rural,Yes,Low,No,5,High,42,No,No,No,0,1,0,1,4,2,2,1,0,0,0,0,0
4025,Love,27,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,3,Middle,32,Yes,No,No,1,1,0,1,1,2,2,1,0,2,1,0,0
4026,Love,31,Male,School,Same,Others,Yes,Urban,Yes,Medium,No,2,Low,39,No,No,No,1,1,3,1,3,2,2,2,0,1,0,0,0
4027,Arranged,36,Male,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,3,Low,29,Yes,No,Yes,0,1,2,1,2,2,2,0,0,1,1,0,1
4028,Arranged,19,Female,School,Same,Muslim,Partial,Rural,No,Medium,No,0,High,4,No,No,Yes,0,0,3,1,2,1,0,2,0,0,0,0,1
4029,Love,26,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,4,High,44,Yes,Yes,No,1,1,3,1,1,2,0,2,0,0,1,1,0
4030,Arranged,28,Male,School,Same,Muslim,Yes,Urban,No,Medium,No,5,High,7,No,No,No,0,1,3,1,2,2,0,2,0,0,0,0,0
4031,Love,39,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,7,Yes,No,No,1,0,0,1,1,2,0,2,0,2,1,0,0
4032,Arranged,26,Male,School,Same,Hindu,Yes,Urban,No,Low,Yes,4,Middle,37,No,No,No,0,1,3,1,1,2,0,1,1,2,0,0,0
4033,Arranged,29,Male,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,0,Low,29,No,No,No,0,1,2,1,1,1,0,0,0,1,0,0,0
4034,Love,29,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,0,High,40,No,No,Yes,1,0,0,0,1,2,0,0,0,0,0,0,1
4035,Love,36,Female,School,Different,Muslim,Partial,Urban,Yes,Medium,No,0,Middle,48,Yes,No,Yes,1,0,3,0,2,1,2,2,0,2,1,0,1
4036,Love,31,Female,School,Same,Hindu,No,Rural,No,High,No,5,High,39,Yes,No,No,1,0,3,1,1,0,0,0,0,0,1,0,0
4037,Arranged,19,Female,School,Same,Christian,Yes,Rural,No,Low,No,3,Middle,32,Yes,No,No,0,0,3,1,0,2,0,1,0,2,1,0,0
4038,Arranged,38,Male,Postgraduate,Same,Christian,Partial,Rural,No,Medium,No,0,Middle,2,No,Yes,Yes,0,1,2,1,0,1,0,2,0,2,0,1,1
4039,Arranged,30,Female,Graduate,Different,Muslim,Yes,Urban,No,Medium,No,1,High,38,Yes,Yes,No,0,0,0,0,2,2,0,2,0,0,1,1,0
4040,Love,19,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,4,Low,1,No,No,No,1,1,0,1,1,2,2,2,0,1,0,0,0
4041,Arranged,23,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,1,Middle,22,No,Yes,No,0,0,3,1,1,2,2,0,0,2,0,1,0
4042,Arranged,32,Female,Graduate,Same,Christian,Yes,Rural,No,Low,No,3,Middle,37,Yes,No,No,0,0,0,1,0,2,0,1,0,2,1,0,0
4043,Love,31,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,Yes,0,High,1,Yes,No,No,1,1,2,1,1,2,0,2,1,0,1,0,0
4044,Arranged,38,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,14,Yes,No,Yes,0,1,3,1,1,2,0,2,0,1,1,0,1
4045,Love,26,Female,School,Same,Muslim,Partial,Rural,No,High,No,3,Low,16,No,No,No,1,0,3,1,2,1,0,0,0,1,0,0,0
4046,Love,38,Female,Graduate,Different,Hindu,Partial,Urban,No,High,No,4,Low,14,Yes,No,Yes,1,0,0,0,1,1,0,0,0,1,1,0,1
4047,Love,22,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,Yes,4,Middle,34,Yes,Yes,No,1,1,0,1,1,2,2,0,1,2,1,1,0
4048,Arranged,20,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Low,No,3,Low,32,No,No,No,0,1,2,1,1,2,2,1,0,1,0,0,0
4049,Love,36,Male,PhD,Same,Hindu,Yes,Urban,Yes,High,No,5,Middle,27,Yes,Yes,No,1,1,1,1,1,2,2,0,0,2,1,1,0
4050,Love,31,Male,Graduate,Same,Christian,Yes,Rural,No,Low,No,1,High,49,Yes,No,No,1,1,0,1,0,2,0,1,0,0,1,0,0
4051,Arranged,26,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Low,7,No,No,No,0,1,0,1,1,2,0,2,0,1,0,0,0
4052,Love,22,Male,Graduate,Same,Hindu,Partial,Urban,No,High,No,3,Middle,42,Yes,Yes,No,1,1,0,1,1,1,0,0,0,2,1,1,0
4053,Arranged,34,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,5,Low,44,Yes,Yes,No,0,1,0,0,1,2,0,2,0,1,1,1,0
4054,Love,23,Female,School,Same,Muslim,Yes,Rural,Yes,Medium,Yes,3,Middle,26,Yes,No,Yes,1,0,3,1,2,2,2,2,1,2,1,0,1
4055,Love,28,Male,Postgraduate,Different,Muslim,Partial,Urban,No,Medium,No,1,Middle,26,Yes,Yes,No,1,1,2,0,2,1,0,2,0,2,1,1,0
4056,Arranged,18,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,4,Low,6,Yes,No,No,0,0,0,1,1,2,2,0,0,1,1,0,0
4057,Arranged,35,Male,Graduate,Same,Sikh,Yes,Urban,Yes,Low,No,5,Low,35,Yes,No,No,0,1,0,1,4,2,2,1,0,1,1,0,0
4058,Arranged,25,Female,Graduate,Same,Hindu,No,Urban,No,Medium,No,0,Middle,10,Yes,No,No,0,0,0,1,1,0,0,2,0,2,1,0,0
4059,Love,22,Male,Graduate,Same,Others,Yes,Rural,Yes,High,No,2,Middle,6,Yes,No,No,1,1,0,1,3,2,2,0,0,2,1,0,0
4060,Love,35,Male,Postgraduate,Different,Hindu,Partial,Rural,No,High,No,5,Low,39,Yes,No,No,1,1,2,0,1,1,0,0,0,1,1,0,0
4061,Arranged,36,Female,Graduate,Same,Others,Yes,Rural,No,Medium,No,2,Low,37,Yes,Yes,No,0,0,0,1,3,2,0,2,0,1,1,1,0
4062,Love,32,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,5,Middle,19,Yes,No,No,1,1,0,1,1,2,2,2,0,2,1,0,0
4063,Arranged,22,Male,School,Same,Christian,Partial,Urban,Yes,Medium,Yes,1,Middle,7,Yes,No,No,0,1,3,1,0,1,2,2,1,2,1,0,0
4064,Arranged,21,Male,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,2,High,21,Yes,No,No,0,1,0,1,2,2,0,2,0,0,1,0,0
4065,Arranged,33,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,3,Low,16,No,No,No,0,1,0,1,1,2,2,0,0,1,0,0,0
4066,Love,20,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,22,No,No,No,1,0,0,1,1,2,0,0,0,2,0,0,0
4067,Love,32,Female,School,Different,Christian,No,Urban,No,Medium,No,1,Middle,40,Yes,No,No,1,0,3,0,0,0,0,2,0,2,1,0,0
4068,Arranged,34,Female,PhD,Same,Hindu,Yes,Urban,Not Disclosed,High,No,4,Middle,41,Yes,No,No,0,0,1,1,1,2,1,0,0,2,1,0,0
4069,Love,37,Female,Graduate,Same,Muslim,Yes,Rural,No,Medium,Yes,2,Low,43,Yes,No,No,1,0,0,1,2,2,0,2,1,1,1,0,0
4070,Arranged,36,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,0,Middle,40,Yes,Yes,No,0,0,0,1,1,2,0,0,0,2,1,1,0
4071,Love,26,Male,Postgraduate,Different,Others,Partial,Urban,No,Medium,No,4,High,17,No,No,No,1,1,2,0,3,1,0,2,0,0,0,0,0
4072,Arranged,27,Female,School,Different,Hindu,No,Rural,No,Low,Yes,4,Low,26,No,No,No,0,0,3,0,1,0,0,1,1,1,0,0,0
4073,Love,34,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,2,Middle,17,Yes,Yes,No,1,0,2,1,1,2,0,1,0,2,1,1,0
4074,Love,22,Female,School,Different,Hindu,Yes,Rural,No,Medium,No,1,High,37,No,No,No,1,0,3,0,1,2,0,2,0,0,0,0,0
4075,Love,25,Female,School,Different,Muslim,Partial,Rural,No,Low,No,0,Middle,17,Yes,No,Yes,1,0,3,0,2,1,0,1,0,2,1,0,1
4076,Arranged,20,Female,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,4,Low,37,Yes,No,Yes,0,0,0,1,1,1,2,2,0,1,1,0,1
4077,Arranged,33,Female,School,Same,Hindu,Yes,Urban,No,Low,No,4,Middle,13,No,No,No,0,0,3,1,1,2,0,1,0,2,0,0,0
4078,Love,24,Female,Postgraduate,Different,Christian,Yes,Urban,No,High,No,5,Middle,3,No,No,No,1,0,2,0,0,2,0,0,0,2,0,0,0
4079,Arranged,20,Female,School,Different,Muslim,Partial,Rural,No,High,No,5,Low,11,No,Yes,Yes,0,0,3,0,2,1,0,0,0,1,0,1,1
4080,Arranged,28,Female,School,Same,Muslim,Yes,Urban,No,Medium,No,1,Middle,3,No,Yes,No,0,0,3,1,2,2,0,2,0,2,0,1,0
4081,Love,31,Male,PhD,Same,Hindu,Yes,Rural,No,Low,No,3,High,43,No,No,No,1,1,1,1,1,2,0,1,0,0,0,0,0
4082,Arranged,25,Female,Graduate,Same,Hindu,No,Urban,No,Low,No,3,Low,8,No,Yes,No,0,0,0,1,1,0,0,1,0,1,0,1,0
4083,Arranged,27,Male,Postgraduate,Same,Christian,No,Rural,No,Medium,No,5,High,12,Yes,Yes,Yes,0,1,2,1,0,0,0,2,0,0,1,1,1
4084,Arranged,24,Female,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,Medium,No,4,High,48,Yes,No,No,0,0,0,1,2,2,1,2,0,0,1,0,0
4085,Love,34,Female,School,Same,Others,Yes,Rural,Yes,Medium,No,0,High,11,No,Yes,Yes,1,0,3,1,3,2,2,2,0,0,0,1,1
4086,Arranged,18,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,0,High,19,Yes,Yes,Yes,0,1,0,1,1,2,0,1,0,0,1,1,1
4087,Love,22,Female,Postgraduate,Different,Hindu,Partial,Urban,No,Medium,No,1,Middle,23,No,Yes,No,1,0,2,0,1,1,0,2,0,2,0,1,0
4088,Arranged,22,Male,Postgraduate,Different,Hindu,Partial,Urban,No,Low,No,4,Middle,1,No,Yes,No,0,1,2,0,1,1,0,1,0,2,0,1,0
4089,Love,21,Female,Graduate,Same,Others,Yes,Urban,No,High,No,3,Middle,6,Yes,Yes,No,1,0,0,1,3,2,0,0,0,2,1,1,0
4090,Arranged,26,Female,School,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,1,High,31,No,Yes,No,0,0,3,0,1,2,1,2,0,0,0,1,0
4091,Arranged,35,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,No,4,High,9,Yes,No,No,0,1,1,1,1,2,0,2,0,0,1,0,0
4092,Love,29,Female,PhD,Same,Muslim,Yes,Rural,No,High,No,0,Low,9,No,No,Yes,1,0,1,1,2,2,0,0,0,1,0,0,1
4093,Love,30,Male,Graduate,Same,Christian,Yes,Urban,No,Low,No,5,High,17,Yes,No,No,1,1,0,1,0,2,0,1,0,0,1,0,0
4094,Love,21,Female,School,Same,Hindu,Yes,Urban,No,Low,No,3,High,15,No,No,No,1,0,3,1,1,2,0,1,0,0,0,0,0
4095,Arranged,34,Female,PhD,Same,Hindu,Partial,Urban,No,Medium,No,3,Middle,36,Yes,No,No,0,0,1,1,1,1,0,2,0,2,1,0,0
4096,Arranged,28,Female,Postgraduate,Different,Hindu,No,Urban,Yes,Medium,No,3,Low,15,Yes,No,No,0,0,2,0,1,0,2,2,0,1,1,0,0
4097,Love,30,Male,Postgraduate,Same,Muslim,Yes,Urban,No,Low,No,3,Low,30,Yes,No,No,1,1,2,1,2,2,0,1,0,1,1,0,0
4098,Love,18,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,0,Middle,42,No,No,No,1,0,0,0,1,2,0,0,0,2,0,0,0
4099,Arranged,26,Male,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,3,High,45,No,Yes,No,0,1,2,1,1,2,1,2,0,0,0,1,0
4100,Love,37,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Low,27,No,Yes,No,1,1,2,1,1,1,0,2,0,1,0,1,0
4101,Arranged,27,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,1,Low,48,Yes,Yes,No,0,1,3,1,1,2,2,1,0,1,1,1,0
4102,Arranged,39,Female,PhD,Same,Hindu,Partial,Urban,No,Low,Yes,2,Middle,41,Yes,No,No,0,0,1,1,1,1,0,1,1,2,1,0,0
4103,Arranged,31,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,3,Low,49,No,No,No,0,0,2,1,1,2,0,0,0,1,0,0,0
4104,Love,29,Female,Postgraduate,Same,Others,Partial,Rural,Yes,Medium,No,0,Low,5,No,No,Yes,1,0,2,1,3,1,2,2,0,1,0,0,1
4105,Love,34,Female,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,Yes,2,High,30,Yes,No,Yes,1,0,2,1,1,2,1,2,1,0,1,0,1
4106,Arranged,26,Female,Graduate,Different,Muslim,Partial,Urban,No,High,No,3,High,3,No,No,No,0,0,0,0,2,1,0,0,0,0,0,0,0
4107,Arranged,29,Female,Graduate,Different,Muslim,Yes,Urban,No,Medium,No,2,Middle,25,Yes,No,No,0,0,0,0,2,2,0,2,0,2,1,0,0
4108,Love,37,Female,PhD,Different,Hindu,Yes,Urban,No,Medium,No,2,Middle,22,No,Yes,No,1,0,1,0,1,2,0,2,0,2,0,1,0
4109,Love,30,Male,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,4,High,17,No,Yes,No,1,1,2,1,1,2,0,0,0,0,0,1,0
4110,Love,31,Male,Postgraduate,Different,Hindu,Yes,Urban,Yes,Medium,No,0,Low,7,Yes,Yes,Yes,1,1,2,0,1,2,2,2,0,1,1,1,1
4111,Arranged,27,Female,School,Same,Hindu,Partial,Urban,No,Medium,No,0,Middle,30,No,Yes,No,0,0,3,1,1,1,0,2,0,2,0,1,0
4112,Arranged,38,Male,School,Same,Muslim,Yes,Rural,No,High,No,4,Low,13,No,No,No,0,1,3,1,2,2,0,0,0,1,0,0,0
4113,Arranged,33,Male,School,Different,Others,Yes,Urban,Yes,Low,No,2,Middle,43,Yes,No,No,0,1,3,0,3,2,2,1,0,2,1,0,0
4114,Arranged,32,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,10,Yes,No,No,0,1,2,1,1,2,0,2,0,2,1,0,0
4115,Arranged,18,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,4,Low,48,Yes,No,No,0,1,0,1,1,2,0,1,0,1,1,0,0
4116,Love,39,Male,Graduate,Same,Hindu,No,Rural,Yes,High,No,3,Middle,31,No,No,No,1,1,0,1,1,0,2,0,0,2,0,0,0
4117,Arranged,21,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,0,Middle,18,No,Yes,No,0,1,3,1,1,2,1,1,0,2,0,1,0
4118,Love,33,Female,School,Same,Hindu,Yes,Rural,No,High,No,0,Low,8,No,No,No,1,0,3,1,1,2,0,0,0,1,0,0,0
4119,Love,28,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,No,3,High,3,No,Yes,No,1,1,2,1,1,2,2,2,0,0,0,1,0
4120,Love,23,Male,PhD,Same,Muslim,Yes,Urban,No,Medium,No,3,Low,13,Yes,No,No,1,1,1,1,2,2,0,2,0,1,1,0,0
4121,Love,19,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,7,No,Yes,No,1,1,3,1,1,2,0,2,0,2,0,1,0
4122,Arranged,22,Female,Graduate,Different,Others,Yes,Rural,No,High,No,3,Low,16,Yes,No,No,0,0,0,0,3,2,0,0,0,1,1,0,0
4123,Love,34,Male,School,Same,Muslim,No,Urban,Yes,High,No,0,Middle,34,Yes,No,No,1,1,3,1,2,0,2,0,0,2,1,0,0
4124,Love,19,Female,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,3,Low,14,Yes,Yes,No,1,0,0,1,1,2,1,2,0,1,1,1,0
4125,Arranged,21,Male,School,Different,Hindu,Partial,Urban,No,High,No,5,High,43,Yes,No,Yes,0,1,3,0,1,1,0,0,0,0,1,0,1
4126,Arranged,37,Male,School,Same,Christian,Yes,Urban,No,Medium,No,5,Low,30,No,Yes,No,0,1,3,1,0,2,0,2,0,1,0,1,0
4127,Love,37,Male,School,Different,Christian,Yes,Urban,No,Medium,No,1,High,3,Yes,No,No,1,1,3,0,0,2,0,2,0,0,1,0,0
4128,Love,24,Male,Graduate,Same,Hindu,Yes,Rural,No,High,No,3,Low,39,Yes,No,No,1,1,0,1,1,2,0,0,0,1,1,0,0
4129,Love,30,Female,Postgraduate,Same,Hindu,Partial,Rural,No,High,No,4,Middle,11,No,Yes,No,1,0,2,1,1,1,0,0,0,2,0,1,0
4130,Love,38,Male,Postgraduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,Yes,2,Middle,46,No,No,Yes,1,1,2,0,1,2,1,2,1,2,0,0,1
4131,Arranged,28,Male,School,Same,Christian,Partial,Urban,Yes,Medium,No,0,Middle,9,No,No,No,0,1,3,1,0,1,2,2,0,2,0,0,0
4132,Arranged,37,Male,School,Same,Muslim,Yes,Rural,No,Medium,No,3,Middle,20,Yes,No,No,0,1,3,1,2,2,0,2,0,2,1,0,0
4133,Love,35,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,0,High,31,No,No,Yes,1,0,0,0,1,2,0,0,0,0,0,0,1
4134,Arranged,38,Male,PhD,Different,Hindu,Yes,Urban,No,Medium,No,2,Low,48,No,Yes,No,0,1,1,0,1,2,0,2,0,1,0,1,0
4135,Arranged,26,Female,School,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,High,20,No,No,No,0,0,3,0,1,2,1,2,0,0,0,0,0
4136,Love,34,Male,Graduate,Same,Christian,No,Rural,No,Medium,No,4,Middle,17,Yes,No,No,1,1,0,1,0,0,0,2,0,2,1,0,0
4137,Arranged,28,Male,Graduate,Same,Others,Yes,Rural,No,High,No,3,Low,3,No,No,No,0,1,0,1,3,2,0,0,0,1,0,0,0
4138,Arranged,32,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,34,No,Yes,Yes,0,0,2,1,1,2,0,2,0,2,0,1,1
4139,Arranged,20,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,0,Low,48,Yes,No,No,0,0,0,0,1,2,2,2,0,1,1,0,0
4140,Arranged,38,Male,PhD,Same,Christian,Yes,Rural,No,Low,No,2,Middle,8,No,No,No,0,1,1,1,0,2,0,1,0,2,0,0,0
4141,Arranged,26,Male,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Middle,9,Yes,No,No,0,1,0,0,1,2,1,2,0,2,1,0,0
4142,Arranged,26,Male,Graduate,Different,Others,Yes,Urban,No,Medium,No,5,Low,8,No,No,No,0,1,0,0,3,2,0,2,0,1,0,0,0
4143,Love,23,Male,Graduate,Same,Christian,Yes,Urban,No,High,No,5,Low,46,No,No,No,1,1,0,1,0,2,0,0,0,1,0,0,0
4144,Arranged,35,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,49,No,No,No,0,0,2,1,1,2,0,2,0,2,0,0,0
4145,Love,32,Female,Graduate,Same,Sikh,Partial,Urban,Yes,Medium,No,2,High,2,No,No,No,1,0,0,1,4,1,2,2,0,0,0,0,0
4146,Arranged,37,Female,Graduate,Same,Hindu,Partial,Urban,Yes,High,No,5,Middle,27,No,No,No,0,0,0,1,1,1,2,0,0,2,0,0,0
4147,Arranged,22,Male,Postgraduate,Different,Hindu,Partial,Rural,No,Medium,No,1,Low,48,No,No,No,0,1,2,0,1,1,0,2,0,1,0,0,0
4148,Arranged,18,Female,School,Same,Others,Yes,Urban,No,Medium,No,2,Middle,21,Yes,Yes,No,0,0,3,1,3,2,0,2,0,2,1,1,0
4149,Arranged,30,Female,School,Different,Hindu,Yes,Urban,Yes,Medium,No,1,Low,33,Yes,No,No,0,0,3,0,1,2,2,2,0,1,1,0,0
4150,Arranged,37,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,3,Low,7,No,No,No,0,1,3,1,1,2,0,2,0,1,0,0,0
4151,Arranged,23,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Low,No,0,Middle,5,No,No,Yes,0,1,2,1,1,1,0,1,0,2,0,0,1
4152,Arranged,29,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,3,Middle,19,No,Yes,Yes,0,1,0,1,1,2,2,1,0,2,0,1,1
4153,Arranged,37,Female,PhD,Same,Hindu,No,Urban,No,High,No,2,High,14,No,No,No,0,0,1,1,1,0,0,0,0,0,0,0,0
4154,Love,36,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Low,49,No,No,No,1,1,0,1,1,2,0,2,0,1,0,0,0
4155,Love,25,Male,Graduate,Same,Hindu,Partial,Rural,No,Medium,No,5,Low,19,No,No,No,1,1,0,1,1,1,0,2,0,1,0,0,0
4156,Arranged,20,Female,School,Same,Sikh,Partial,Rural,No,High,No,0,Middle,25,No,Yes,Yes,0,0,3,1,4,1,0,0,0,2,0,1,1
4157,Arranged,34,Female,School,Same,Hindu,Yes,Urban,No,High,No,3,High,44,Yes,Yes,No,0,0,3,1,1,2,0,0,0,0,1,1,0
4158,Love,29,Female,PhD,Same,Hindu,No,Urban,Yes,Medium,No,5,Middle,15,No,Yes,No,1,0,1,1,1,0,2,2,0,2,0,1,0
4159,Arranged,28,Female,School,Same,Muslim,No,Rural,Not Disclosed,Medium,No,3,Middle,40,No,No,Yes,0,0,3,1,2,0,1,2,0,2,0,0,1
4160,Love,31,Female,School,Same,Hindu,No,Urban,No,Medium,No,1,High,23,No,No,No,1,0,3,1,1,0,0,2,0,0,0,0,0
4161,Arranged,38,Female,Graduate,Same,Christian,Yes,Rural,No,Medium,No,4,Middle,41,Yes,No,No,0,0,0,1,0,2,0,2,0,2,1,0,0
4162,Arranged,25,Male,School,Same,Hindu,Yes,Rural,No,High,No,1,Middle,27,No,Yes,No,0,1,3,1,1,2,0,0,0,2,0,1,0
4163,Love,31,Male,School,Different,Hindu,Yes,Urban,No,Low,No,1,Middle,19,No,Yes,No,1,1,3,0,1,2,0,1,0,2,0,1,0
4164,Love,28,Female,PhD,Different,Hindu,Yes,Rural,Yes,High,No,2,High,18,Yes,Yes,No,1,0,1,0,1,2,2,0,0,0,1,1,0
4165,Love,20,Female,Postgraduate,Same,Hindu,Yes,Rural,No,High,No,5,Middle,15,Yes,No,No,1,0,2,1,1,2,0,0,0,2,1,0,0
4166,Arranged,32,Female,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,High,No,1,Middle,17,Yes,No,No,0,0,0,1,1,2,1,0,0,2,1,0,0
4167,Arranged,31,Male,School,Same,Muslim,Partial,Urban,No,Medium,Yes,3,Low,1,Yes,No,Yes,0,1,3,1,2,1,0,2,1,1,1,0,1
4168,Love,33,Female,Graduate,Different,Sikh,Yes,Urban,No,Medium,No,1,Middle,11,Yes,No,No,1,0,0,0,4,2,0,2,0,2,1,0,0
4169,Arranged,35,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,4,Middle,29,Yes,Yes,No,0,0,0,1,1,2,2,1,0,2,1,1,0
4170,Love,19,Male,PhD,Same,Hindu,Yes,Rural,Yes,High,Yes,0,High,16,No,Yes,No,1,1,1,1,1,2,2,0,1,0,0,1,0
4171,Love,24,Male,School,Different,Muslim,Yes,Urban,No,High,Yes,5,High,15,No,No,No,1,1,3,0,2,2,0,0,1,0,0,0,0
4172,Arranged,29,Female,School,Same,Hindu,Yes,Rural,Yes,Medium,No,0,High,6,Yes,No,Yes,0,0,3,1,1,2,2,2,0,0,1,0,1
4173,Arranged,37,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,2,Middle,3,Yes,Yes,No,0,0,0,1,2,2,0,2,0,2,1,1,0
4174,Arranged,21,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,2,Middle,14,Yes,No,Yes,0,1,3,1,1,2,1,2,0,2,1,0,1
4175,Arranged,21,Female,Graduate,Different,Christian,No,Rural,No,Medium,No,4,Low,34,No,No,No,0,0,0,0,0,0,0,2,0,1,0,0,0
4176,Love,25,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Low,Yes,0,Middle,9,No,No,Yes,1,1,0,1,1,2,2,1,1,2,0,0,1
4177,Arranged,32,Female,School,Different,Hindu,No,Urban,No,High,No,1,High,23,No,Yes,No,0,0,3,0,1,0,0,0,0,0,0,1,0
4178,Arranged,26,Female,Graduate,Different,Christian,Yes,Urban,No,Medium,No,2,Low,14,No,No,No,0,0,0,0,0,2,0,2,0,1,0,0,0
4179,Love,30,Male,Postgraduate,Different,Sikh,Yes,Urban,No,Medium,No,1,Low,42,No,No,No,1,1,2,0,4,2,0,2,0,1,0,0,0
4180,Love,29,Female,School,Same,Hindu,Yes,Urban,No,High,No,3,Middle,39,Yes,No,No,1,0,3,1,1,2,0,0,0,2,1,0,0
4181,Arranged,30,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,42,No,Yes,No,0,1,2,1,1,2,0,2,0,2,0,1,0
4182,Arranged,21,Male,School,Different,Muslim,Yes,Rural,Not Disclosed,High,No,1,Middle,15,Yes,No,No,0,1,3,0,2,2,1,0,0,2,1,0,0
